brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,wiek,engine_hp,engine_cylinders,engine_fuel,engine_liters_log
BMW,640 i,2016,40080.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,28499.0,9,315.0,6.0,Gasoline,1.0986122890014431
Kia,Stinger GT2,2020,57000.0,Gasoline,A/T,Black,Red,At least 1 accident or damage reported,Yes,36500.0,5,365.0,6.0,Gasoline,1.1939224687754648
Subaru,Forester 2.5 XT,2004,122000.0,Gasoline,5-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,9999.0,21,210.0,4.0,Gasoline,0.9162907322741553
BMW,M4 Base,2016,62500.0,Gasoline,7-Speed A/T,Black,Orange,At least 1 accident or damage reported,Yes,40500.0,9,425.0,6.0,Gasoline,1.0986122890014431
Hyundai,Equus Signature,2013,72000.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,17500.0,12,429.0,8.0,Gasoline,1.6094379126341003
Subaru,Impreza WRX STI,2014,77000.0,Gasoline,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,30000.0,11,305.0,4.0,Gasoline,0.9162907322741553
Maserati,GranTurismo Sport,2015,45000.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,41900.0,10,454.0,8.0,Gasoline,1.547562508928779
Chevrolet,Corvette Stingray w/1LT,2023,4000.0,Gasoline,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,73900.0,2,490.0,8.0,Gasoline,1.8245492922123363
Lexus,GX 460 Base,2018,52100.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,38000.0,7,301.0,8.0,Gasoline,1.5260563037124406
BMW,X1 sDrive28i,2014,50100.0,Gasoline,A/T,Brown,Beige,None reported,Yes,10795.0,11,240.0,4.0,Gasoline,0.6931471810599453
Alfa,Romeo Stelvio Ti,2020,41000.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,32400.0,5,280.0,4.0,Gasoline,0.6931471810599453
RAM,1500 Big Horn,2021,70968.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,34000.0,4,395.0,8.0,Gasoline,1.7404661750159431
BMW,M4 Base,2015,26600.0,Gasoline,A/T,White,–,None reported,Yes,53000.0,10,425.0,6.0,Gasoline,1.0986122890014431
Volvo,S90 T5 Momentum,2018,95000.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,18000.0,7,250.0,4.0,Gasoline,0.6931471810599453
Subaru,Impreza WRX Sti,2005,94000.0,Gasoline,6-Speed M/T,Black,Blue,None reported,Yes,19500.0,20,300.0,4.0,Gasoline,0.9162907322741553
Cadillac,CTS 2.0L Turbo Luxury,2014,110000.0,Gasoline,A/T,Gold,Beige,None reported,Yes,11000.0,11,272.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,CLK-Class CLK 350,2009,21500.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,18000.0,16,268.0,6.0,Gasoline,1.2527629687810824
BMW,X1 xDrive28i,2020,18200.0,Gasoline,A/T,White,Beige,At least 1 accident or damage reported,Yes,29500.0,5,228.0,4.0,Gasoline,0.6931471810599453
Audi,S3 2.0T Tech Premium Plus,2018,16400.0,Gasoline,A/T,Blue,Red,None reported,Yes,42800.0,7,292.0,4.0,Gasoline,0.6931471810599453
Toyota,Tundra Hybrid TRD Pro,2022,7000.0,Hybrid,10-Speed A/T,Orange,–,None reported,Yes,75500.0,3,437.0,6.0,Electric,1.2237754319162333
BMW,328 xi,2007,83000.0,Gasoline,6-Speed A/T,Black,Brown,None reported,Yes,8995.0,18,230.0,6.0,Gasoline,1.0986122890014431
Audi,SQ5 3.0T Prestige,2018,25000.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,50000.0,7,354.0,6.0,Gasoline,1.0986122890014431
BMW,M235 i,2014,125450.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,17200.0,11,320.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Express 3500 Base,2008,144000.0,Gasoline,A/T,White,Gray,None reported,Yes,22000.0,17,323.0,8.0,Gasoline,1.7917594693947216
Audi,TT 2.0T,2015,126760.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000.0,10,211.0,4.0,Gasoline,0.6931471810599453
Subaru,Outback 3.6R Touring,2017,100680.0,Gasoline,A/T,Brown,–,None reported,Yes,20500.0,8,256.0,6.0,Gasoline,1.280933845739842
Mitsubishi,Eclipse Spyder GS,2001,90400.0,Gasoline,A/T,Red,–,None reported,Yes,4495.0,24,140.0,4.0,Gasoline,0.8754687377705666
BMW,M5 Base,2018,20500.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,67000.0,7,600.0,8.0,Gasoline,1.4816045411514882
Dodge,Ram 1500 ST,2011,134000.0,Gasoline,A/T,Black,Gray,At least 1 accident or damage reported,Yes,10500.0,14,390.0,8.0,Gasoline,1.7404661750159431
Ford,Fusion Energi Titanium,2015,84352.0,Plug-In Hybrid,CVT Transmission,Blue,Black,At least 1 accident or damage reported,Yes,10000.0,10,188.0,4.0,Electric,0.6931471810599453
Toyota,Tundra Hybrid TRD Pro,2022,19000.0,Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,71000.0,3,437.0,6.0,Electric,1.2237754319162333
Land,Rover Range Rover Evoque Pure,2015,115550.0,Gasoline,9-Speed A/T,White,Black,None reported,Yes,17500.0,10,240.0,4.0,Gasoline,0.6931471810599453
Lincoln,Navigator Base,2009,191775.0,E85 Flex Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9750.0,16,310.0,8.0,Flex Fuel,1.686398953755414
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630.0,Diesel,5-Speed A/T,Black,Black,None reported,Yes,75000.0,8,188.0,6.0,Diesel,1.0986122890014431
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000.0,Gasoline,9-Speed A/T,White,Brown,None reported,Yes,95000.0,6,603.0,8.0,Gasoline,1.3862943613698906
BMW,440 i xDrive,2018,73500.0,Gasoline,A/T,Black,Blue,None reported,Yes,32000.0,7,320.0,6.0,Gasoline,1.0986122890014431
Acura,Integra LS,1998,120000.0,Gasoline,4-Speed A/T,Red,–,At least 1 accident or damage reported,Yes,5500.0,27,140.0,4.0,Gasoline,0.5877866654576747
Lexus,LX 600 F SPORT,2023,1185.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,120990.0,2,409.0,6.0,Gasoline,1.2237754319162333
BMW,Z4 sDrive28i,2015,57550.0,Gasoline,6-Speed M/T,Black,White,None reported,Yes,29995.0,10,240.0,4.0,Gasoline,0.6931471810599453
Ford,Transit Connect XL,2020,119000.0,Gasoline,A/T,White,Black,None reported,Yes,18000.0,5,169.0,4.0,Gasoline,0.9162907322741553
Lexus,IS 250 Base,2010,121250.0,Gasoline,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,13250.0,15,204.0,6.0,Gasoline,0.9162907322741553
Volvo,XC90 T6 Momentum,2018,110380.0,Gasoline,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,22000.0,7,316.0,4.0,Gasoline,0.6931471810599453
Hyundai,Tucson Limited,2008,149000.0,Gasoline,4-Speed A/T,Black,Gray,None reported,Yes,3850.0,17,173.0,6.0,Gasoline,0.9932517733806538
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000.0,Gasoline,9-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000.0,8,362.0,6.0,Gasoline,1.0986122890014431
Toyota,RAV4 Hybrid XLE,2019,54000.0,Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,33000.0,6,219.0,4.0,Electric,0.9162907322741553
Alfa,Romeo Stelvio Quadrifoglio,2019,26500.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,53900.0,6,505.0,6.0,Gasoline,1.064710737337256
Cadillac,Escalade EXT Base,2007,99000.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,22999.0,18,403.0,8.0,Gasoline,1.8245492922123363
Nissan,350Z Enthusiast,2005,130307.0,Gasoline,5-Speed A/T,Blue,Black,None reported,Yes,9950.0,20,287.0,6.0,Gasoline,1.2527629687810824
Subaru,Legacy 2.5 i Premium,2010,178000.0,Gasoline,A/T,Blue,Black,None reported,Yes,7600.0,15,170.0,4.0,Gasoline,0.9162907322741553
Honda,Civic LX,2003,160265.0,Gasoline,A/T,White,Gray,At least 1 accident or damage reported,Yes,3000.0,22,115.0,4.0,Gasoline,0.5306282516504057
Lexus,RX 300 Base,2002,121000.0,Gasoline,A/T,Silver,Black,None reported,Yes,6348.0,23,220.0,6.0,Gasoline,1.0986122890014431
Lincoln,Aviator Luxury,2005,140000.0,Gasoline,A/T,Black,Beige,None reported,Yes,2000.0,20,302.0,8.0,Gasoline,1.5260563037124406
Ford,Transit Connect XL,2018,66770.0,E85 Flex Fuel,6-Speed A/T,Red,–,,,21500.0,7,169.0,4.0,Flex Fuel,0.9162907322741553
Lincoln,MKS EcoBoost,2016,38100.0,Gasoline,A/T,Silver,Beige,None reported,Yes,21000.0,9,365.0,6.0,Gasoline,1.2527629687810824
Toyota,Yaris Base,2010,138071.0,Gasoline,5-Speed M/T,Red,Gray,None reported,Yes,5000.0,15,106.0,4.0,Gasoline,0.4054651087748311
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,127899.0,6,416.0,8.0,Gasoline,1.3862943613698906
Hyundai,Veloster Turbo R-Spec,2014,128000.0,Gasoline,6-Speed M/T,Blue,Red,None reported,Yes,11000.0,11,201.0,4.0,Gasoline,0.4700036298707357
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700.0,Hybrid,9-Speed A/T,Black,Black,None reported,Yes,99900.0,4,496.0,8.0,Gasoline,1.3862943613698906
Mazda,MX-5 Miata Base,1999,96680.0,Gasoline,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,12900.0,26,140.0,4.0,Gasoline,0.5877866654576747
Mercedes-Benz,AMG C 43 Base,2017,53500.0,Gasoline,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,33999.0,8,362.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Corvette Z06,2007,11025.0,Gasoline,6-Speed M/T,Orange,Black,None reported,Yes,47500.0,18,505.0,8.0,Gasoline,1.9459101491981703
Ford,F-250 King Ranch,2021,44000.0,Diesel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,73000.0,4,475.0,8.0,Diesel,1.9021075265461744
Volkswagen,Tiguan 2.0T SE,2022,11000.0,Gasoline,A/T,Blue,White,None reported,Yes,27900.0,3,184.0,4.0,Gasoline,0.6931471810599453
BMW,750 Li xDrive,2012,103000.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,16000.0,13,407.0,8.0,Gasoline,1.4816045411514882
Lexus,GX 460 Base,2018,64000.0,Gasoline,6-Speed A/T,Red,Brown,None reported,Yes,37300.0,7,301.0,8.0,Gasoline,1.5260563037124406
Audi,Q7 3.0T Premium,2017,108000.0,Gasoline,8-Speed A/T,Gray,Brown,None reported,Yes,25999.0,8,333.0,6.0,Gasoline,1.0986122890014431
Lexus,IS 250 Base,2011,107818.0,Gasoline,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11400.0,14,204.0,6.0,Gasoline,0.9162907322741553
Land,Rover Range Rover Evoque SE Premium,2016,79500.0,Gasoline,9-Speed A/T,White,Black,None reported,Yes,19000.0,9,240.0,4.0,Gasoline,0.6931471810599453
Ferrari,California T,2015,20000.0,Gasoline,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,124990.0,10,553.0,8.0,Gasoline,1.360976553392011
Lexus,LC 500 Base,2018,37000.0,Gasoline,10-Speed A/T,Black,Red,None reported,Yes,63997.0,7,471.0,8.0,Gasoline,1.6094379126341003
GMC,Sierra 1500 SLE Crew Cab,2005,131800.0,Gasoline,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5800.0,20,295.0,8.0,Gasoline,1.6677068207467554
Lexus,ES 350 Base,2008,146000.0,Gasoline,A/T,Red,Beige,None reported,Yes,8995.0,17,272.0,6.0,Gasoline,1.2527629687810824
Nissan,370Z NISMO,2010,29000.0,Gasoline,M/T,Silver,–,None reported,Yes,29000.0,15,350.0,6.0,Gasoline,1.3083328199204491
Dodge,Ram 1500 Laramie,2004,141209.0,Gasoline,A/T,Black,Black,None reported,Yes,5700.0,21,345.0,8.0,Gasoline,1.7404661750159431
Ford,Expedition Limited,2016,85253.0,Gasoline,A/T,White,Beige,None reported,Yes,19995.0,9,365.0,6.0,Gasoline,1.2527629687810824
INFINITI,QX70 Base,2015,87009.0,Gasoline,A/T,Gray,Black,None reported,Yes,17800.0,10,325.0,6.0,Gasoline,1.3083328199204491
Volvo,V60 Cross Country T5,2020,10500.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,36000.0,5,250.0,4.0,Gasoline,0.6931471810599453
Audi,A7 3.0T Premium Plus,2018,45843.0,Gasoline,A/T,Silver,Black,None reported,Yes,37000.0,7,340.0,6.0,Gasoline,1.0986122890014431
Volkswagen,Eurovan MV,2001,220000.0,Gasoline,A/T,Silver,–,None reported,Yes,5500.0,24,140.0,6.0,Gasoline,1.029619417538301
Jaguar,F-TYPE R,2017,58000.0,Gasoline,A/T,Black,Black,None reported,Yes,51500.0,8,550.0,8.0,Gasoline,1.6094379126341003
Lexus,LX 570 Three-Row,2018,50000.0,Gasoline,A/T,White,Black,None reported,Yes,65000.0,7,383.0,8.0,Gasoline,1.7404661750159431
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000.0,Gasoline,A/T,White,Black,None reported,Yes,38000.0,6,247.0,4.0,Gasoline,0.6931471810599453
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,34900.0,7,247.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,AMG GT AMG GT S,2016,9738.0,Gasoline,7-Speed A/T,Red,Black,None reported,Yes,85500.0,9,503.0,8.0,Gasoline,1.3862943613698906
Honda,Accord EX-L,2009,167300.0,Gasoline,5-Speed A/T,Silver,Black,None reported,Yes,6250.0,16,190.0,4.0,Gasoline,0.8754687377705666
Cadillac,Escalade Premium,2015,71000.0,Gasoline,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,35999.0,10,420.0,8.0,Gasoline,1.8245492922123363
RAM,2500 Tradesman,2021,34365.0,Gasoline,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,48000.0,4,410.0,8.0,Gasoline,1.856297990521876
Volvo,XC90 T6 Inscription,2020,22500.0,Gasoline,A/T,Black,White,None reported,Yes,50000.0,5,316.0,4.0,Gasoline,0.6931471810599453
Ford,Expedition King Ranch,2020,58700.0,Gasoline,10-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,48999.0,5,375.0,6.0,Gasoline,1.2527629687810824
Toyota,Highlander Hybrid Limited,2006,264893.0,Hybrid,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,5000.0,19,208.0,6.0,Electric,1.1939224687754648
Toyota,Tundra SR5 Access Cab,2005,209500.0,Gasoline,5-Speed A/T,Blue,Gray,None reported,Yes,8500.0,20,282.0,8.0,Gasoline,1.547562508928779
Ford,Transit-350 Base,2023,195.0,Gasoline,10-Speed A/T,Blue,Gray,None reported,Yes,87500.0,2,310.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Express 3500 LT,2016,120000.0,Diesel,6-Speed A/T,White,Gray,None reported,Yes,19500.0,9,260.0,8.0,Diesel,1.887069649183895
BMW,X7 xDrive40i,2023,2950.0,Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,87000.0,2,375.0,6.0,Gasoline,1.0986122890014431
BMW,135 i,2008,87000.0,Gasoline,A/T,White,Beige,None reported,Yes,15300.0,17,300.0,6.0,Gasoline,1.0986122890014431
Audi,A7 3.0T Premium Plus,2018,29294.0,Gasoline,A/T,White,Beige,None reported,Yes,39999.0,7,340.0,6.0,Gasoline,1.0986122890014431
Saturn,Sky Red Line,2008,37000.0,Gasoline,A/T,Blue,Black,None reported,Yes,14995.0,17,260.0,4.0,Gasoline,0.6931471810599453
BMW,Z4 2.5i Roadster,2005,138000.0,Gasoline,5-Speed A/T,White,Beige,None reported,Yes,9950.0,20,184.0,6.0,Gasoline,0.9162907322741553
Volvo,XC90 Hybrid T8 Inscription,2020,44487.0,Plug-In Hybrid,8-Speed A/T,Blue,Brown,None reported,Yes,65000.0,5,400.0,4.0,Electric,0.6931471810599453
Chevrolet,Tahoe High Country,2021,53000.0,Gasoline,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,67100.0,4,420.0,8.0,Gasoline,1.8245492922123363
Mercedes-Benz,GLK-Class GLK 350,2013,99200.0,Gasoline,A/T,Silver,Black,,,11495.0,12,302.0,6.0,Gasoline,1.2527629687810824
BMW,550 Gran Turismo i,2013,79341.0,Gasoline,A/T,Gold,Brown,None reported,Yes,16800.0,12,445.0,8.0,Gasoline,1.4816045411514882
Land,Rover Range Rover Sport HSE,2007,220000.0,Gasoline,A/T,White,Beige,None reported,Yes,5750.0,18,300.0,8.0,Gasoline,1.4816045411514882
BMW,430 i xDrive,2021,16900.0,Gasoline,8-Speed A/T,Blue,White,None reported,Yes,43000.0,4,255.0,4.0,Gasoline,0.6931471810599453
Porsche,Cayman Base,2007,75137.0,Gasoline,M/T,Black,Gray,At least 1 accident or damage reported,Yes,24999.0,18,245.0,6.0,Gasoline,0.9932517733806538
Ford,Mustang Shelby GT500,2012,6400.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,48000.0,13,550.0,8.0,Gasoline,1.686398953755414
Nissan,370Z Base,2009,79893.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,15900.0,16,332.0,6.0,Gasoline,1.3083328199204491
Toyota,Sequoia Platinum,2014,124838.0,Gasoline,A/T,Black,Gray,None reported,Yes,33000.0,11,381.0,8.0,Gasoline,1.7404661750159431
Nissan,NV Passenger NV3500 HD SL V8,2020,14353.0,Gasoline,A/T,Black,Gray,None reported,Yes,63900.0,5,375.0,8.0,Gasoline,1.722766597919675
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,22985.0,Gasoline,A/T,White,Gray,None reported,Yes,33500.0,3,169.0,4.0,Gasoline,0.9162907322741553
INFINITI,QX80 Base,2014,161894.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,18900.0,11,400.0,8.0,Gasoline,1.722766597919675
Aston,Martin V8 Vantage Base,2008,25025.0,Gasoline,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000.0,17,380.0,8.0,Gasoline,1.458615022932075
Lotus,Evora 400 Base,2017,19650.0,Gasoline,6-Speed M/T,Silver,Red,None reported,Yes,69250.0,8,400.0,6.0,Gasoline,1.2527629687810824
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,29500.0,Gasoline,A/T,Red,White,None reported,Yes,45000.0,5,247.0,4.0,Gasoline,0.6931471810599453
Nissan,Xterra S,2007,132272.0,Gasoline,M/T,Gray,Gray,At least 1 accident or damage reported,Yes,6700.0,18,261.0,6.0,Gasoline,1.3862943613698906
Dodge,Charger R/T,2012,122000.0,Gasoline,5-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,13500.0,13,370.0,8.0,Gasoline,1.7404661750159431
Nissan,Z Proto Spec,2023,535.0,Gasoline,6-Speed M/T,Yellow,Black,None reported,Yes,65990.0,2,400.0,6.0,Gasoline,1.0986122890014431
Jaguar,F-TYPE R,2018,39900.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,53600.0,7,550.0,8.0,Gasoline,1.6094379126341003
Audi,S6 4.0T,2016,91188.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,29995.0,9,450.0,8.0,Gasoline,1.3862943613698906
GMC,Sierra 2500 SLE,2015,116210.0,E85 Flex Fuel,Transmission Overdrive Switch,Black,Beige,None reported,Yes,31900.0,10,360.0,8.0,Flex Fuel,1.7917594693947216
Ford,C-Max Energi SE,2017,67482.0,Plug-In Hybrid,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,11499.0,8,188.0,4.0,Electric,0.6931471810599453
Cadillac,Escalade ESV Platinum,2018,67726.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,52000.0,7,420.0,8.0,Gasoline,1.8245492922123363
Audi,TT 3.2 Cabriolet quattro,2008,207000.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10500.0,17,250.0,6.0,Gasoline,1.1631508101181809
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,44000.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,46599.0,9,577.0,8.0,Gasoline,1.7047480924202434
Mercedes-Benz,SL-Class SL 550,2015,11249.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,54500.0,10,429.0,8.0,Gasoline,1.547562508928779
Acura,MDX 3.5L Technology Package,2014,111650.0,Gasoline,6-Speed A/T,Green,Beige,At least 1 accident or damage reported,Yes,17500.0,11,290.0,6.0,Gasoline,1.2527629687810824
Audi,A7 Premium,2012,103272.0,Gasoline,8-Speed A/T,Black,Brown,None reported,Yes,15500.0,13,310.0,6.0,Gasoline,1.0986122890014431
BMW,M2 Base,2023,1160.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,73600.0,2,453.0,6.0,Gasoline,1.0986122890014431
Audi,Q5 2.0T Premium Plus,2013,111773.0,Gasoline,8-Speed A/T,Brown,Beige,None reported,Yes,17000.0,12,211.0,4.0,Gasoline,0.6931471810599453
Cadillac,XTS Luxury,2019,54002.0,Gasoline,A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500.0,6,304.0,6.0,Gasoline,1.280933845739842
Ford,Focus RS Base,2016,49700.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,31700.0,9,350.0,4.0,Gasoline,0.8329091233698865
Mercedes-Benz,AMG C 63 S,2017,34500.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,64600.0,8,503.0,8.0,Gasoline,1.3862943613698906
Acura,MDX 3.7L Advance,2013,20750.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,33000.0,12,300.0,6.0,Gasoline,1.3083328199204491
Genesis,G70 3.3T,2022,12000.0,Gasoline,8-Speed A/T,Green,Beige,None reported,Yes,41000.0,3,365.0,6.0,Gasoline,1.1939224687754648
Lexus,LX 570 Three-Row,2021,14206.0,Gasoline,A/T,Black,Black,None reported,Yes,98000.0,4,383.0,8.0,Gasoline,1.7404661750159431
Jeep,Grand Cherokee L Limited,2022,31700.0,Gasoline,A/T,Gray,Black,None reported,Yes,43500.0,3,293.0,6.0,Gasoline,1.280933845739842
Hyundai,IONIQ Plug-In Hybrid SEL,2022,13044.0,Plug-In Hybrid,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,24999.0,3,139.0,4.0,Electric,0.4700036298707357
Kia,Sportage LX,2009,100730.0,Gasoline,A/T,Gold,Gold,None reported,Yes,6975.0,16,173.0,6.0,Gasoline,0.9932517733806538
BMW,X5 PHEV xDrive45e,2023,5338.0,Plug-In Hybrid,8-Speed A/T,Blue,White,None reported,Yes,76500.0,2,389.0,6.0,Electric,1.0986122890014431
Volkswagen,Eurovan MV,2001,111887.0,Gasoline,A/T,Blue,Gray,None reported,Yes,14000.0,24,140.0,6.0,Gasoline,1.029619417538301
Mercedes-Benz,GLA 250 Base 4MATIC,2022,13777.0,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,39777.0,3,221.0,4.0,Gasoline,0.6931471810599453
Volvo,S80 3.2,2010,90050.0,Gasoline,A/T,Brown,Beige,None reported,Yes,5800.0,15,235.0,6.0,Gasoline,1.1631508101181809
Subaru,BRZ Premium,2014,45000.0,Gasoline,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,25000.0,11,200.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Corvette Base,1998,7666.0,Gasoline,4-Speed A/T,Red,Black,None reported,Yes,39500.0,27,340.0,8.0,Gasoline,1.7404661750159431
Hummer,H2 SUT,2006,89900.0,Gasoline,4-Speed A/T,Red,Beige,None reported,Yes,29994.0,19,325.0,8.0,Gasoline,1.7917594693947216
GMC,Terrain SLT,2010,32652.0,Gasoline,6-Speed A/T,Red,Brown,None reported,Yes,6500.0,15,182.0,4.0,Gasoline,0.8754687377705666
Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,36632.0,Gasoline,8-Speed A/T,Blue,Blue,,,72567.0,7,518.0,8.0,Gasoline,1.6094379126341003
Jeep,Grand Cherokee WK Laredo X,2022,11164.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,37500.0,3,293.0,6.0,Gasoline,1.280933845739842
BMW,M4 Base,2020,22655.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,63999.0,5,425.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Camaro 1LT,2021,10300.0,Gasoline,M/T,Black,Black,None reported,Yes,29900.0,4,335.0,6.0,Gasoline,1.280933845739842
BMW,X6 M Base,2018,48000.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,54000.0,7,567.0,8.0,Gasoline,1.4816045411514882
Mercedes-Benz,CLK-Class 550,2007,138000.0,Gasoline,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,10000.0,18,382.0,8.0,Gasoline,1.7047480924202434
Audi,RS 7 4.0T Prestige,2016,31500.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,67000.0,9,560.0,8.0,Gasoline,1.3862943613698906
Genesis,GV70 3.5T Sport,2022,10200.0,Gasoline,A/T,White,Black,None reported,Yes,50500.0,3,375.0,6.0,Gasoline,1.2527629687810824
Aston,Martin V8 Vantage Base,2008,62378.0,Gasoline,M/T,Red,Beige,At least 1 accident or damage reported,Yes,33995.0,17,380.0,8.0,Gasoline,1.458615022932075
Nissan,350Z Touring,2006,84200.0,Gasoline,6-Speed M/T,Silver,Gray,None reported,Yes,10200.0,19,300.0,6.0,Gasoline,1.2527629687810824
